Date,Rate,High (est),Low (est)
2014-10-31,1.26539,0.0,0.0
2014-10-30,1.27233,1.2872,1.2576
2014-10-29,1.27086,0.0,0.0
2014-10-28,1.26866,1.2844,1.2531
2014-10-27,1.26619,0.0,0.0
2014-10-24,1.26642,1.2821,1.2509
2014-10-23,1.27234,1.2874,1.2574
2014-10-22,1.27727,0.0,0.0
2014-10-21,1.27655,1.2923,1.261
2014-10-20,1.27744,1.2917,1.2633
2014-10-17,1.2762,1.2914,1.2612
2014-10-16,1.26929,1.2851,1.2537
2014-10-15,1.26836,0.0,0.0
2014-10-14,1.26579,0.0,0.0
2014-10-13,1.26667,1.2816,1.2519
2014-10-10,1.27067,1.2863,1.2553
2014-10-09,1.26537,1.2797,1.2512
2014-10-08,1.26022,0.0,0.0
2014-10-07,1.25386,1.2694,1.2385
2014-10-06,1.2561,1.2712,1.2411
2014-10-03,1.26327,0.0,0.0
2014-10-02,1.26275,1.2783,1.2474
2014-10-01,1.26652,0.0,0.0
2014-09-30,1.26856,0.0,0.0
2014-09-29,1.27103,0.0,0.0
2014-09-26,1.27777,1.2934,1.2623
2014-09-25,1.28405,1.299,1.2693
2014-09-24,1.28558,1.3009,1.2705
2014-09-23,1.28396,1.2993,1.2688
2014-09-22,1.28496,0.0,0.0
2014-09-19,1.29076,0.0,0.0
2014-09-18,1.29486,1.311,1.2789
2014-09-17,1.29468,0.0,0.0
2014-09-16,1.29517,1.31,1.2805
2014-09-15,1.29471,0.0,0.0
2014-09-12,1.29244,1.3078,1.2772
2014-09-11,1.29161,1.3068,1.2766
2014-09-10,1.29126,1.3065,1.2762
2014-09-09,1.29441,1.3091,1.2798
2014-09-08,1.30011,0.0,0.0
2014-09-05,1.31006,1.3258,1.2945
2014-09-04,1.31332,0.0,0.0
2014-09-03,1.31265,1.3287,1.2968
2014-09-02,1.31318,0.0,0.0
2014-09-01,1.31543,1.3311,1.2999
2014-08-29,1.3187,0.0,0.0
2014-08-28,1.31844,1.3343,1.3028
2014-08-27,1.3196,0.0,0.0
2014-08-26,1.32157,1.3361,1.3072
2014-08-25,1.32506,1.3408,1.3095
2014-08-22,1.32765,1.3424,1.3131
2014-08-21,1.33149,0.0,0.0
2014-08-20,1.33585,0.0,0.0
2014-08-19,1.33891,1.354,1.3239
2014-08-18,1.33885,0.0,0.0
2014-08-15,1.33682,0.0,0.0
2014-08-14,1.33663,1.3523,1.3211
2014-08-13,1.33764,0.0,0.0
2014-08-12,1.34007,1.3565,1.3238
2014-08-11,1.33971,0.0,0.0
2014-08-08,1.33701,1.3525,1.3216
2014-08-07,1.33783,0.0,0.0
2014-08-06,1.34075,1.3563,1.3254
2014-08-05,1.3426,0.0,0.0
2014-08-04,1.34176,1.3578,1.3259
2014-08-01,1.33947,0.0,0.0
2014-07-31,1.34093,1.3565,1.3256
2014-07-30,1.34297,0.0,0.0
2014-07-29,1.34326,1.3595,1.3272
2014-07-28,1.34433,0.0,0.0
2014-07-25,1.34773,0.0,0.0
2014-07-24,1.34773,1.3631,1.3325
2014-07-23,1.3509,1.3658,1.3362
2014-07-22,1.35258,0.0,0.0
2014-07-21,1.35251,1.3675,1.3377
2014-07-18,1.35347,0.0,0.0
2014-07-17,1.35671,1.3726,1.341
2014-07-16,1.36067,1.3768,1.3447
2014-07-15,1.36119,0.0,0.0
2014-07-14,1.36135,1.3774,1.3455
2014-07-11,1.36231,1.3778,1.347
2014-07-10,1.36141,0.0,0.0
2014-07-09,1.36009,1.3755,1.3448
2014-07-08,1.36114,0.0,0.0
2014-07-07,1.36114,0.0,0.0
2014-07-04,1.36489,0.0,0.0
2014-07-03,1.36742,1.3828,1.3522
2014-07-02,1.36775,0.0,0.0
2014-07-01,1.36561,1.3807,1.3507
2014-06-30,1.36369,0.0,0.0
2014-06-27,1.36188,0.0,0.0
2014-06-26,1.36125,1.3763,1.3463
2014-06-25,1.36016,1.3756,1.3449
2014-06-24,1.35974,1.3759,1.3438
2014-06-23,1.36033,1.3762,1.3447
2014-06-20,1.35908,1.3746,1.3437
2014-06-19,1.35596,1.3716,1.3405
2014-06-18,1.35546,0.0,0.0
2014-06-17,1.35462,1.3712,1.3383
2014-06-16,1.35423,1.371,1.3377
2014-06-13,1.35389,1.3707,1.3372
2014-06-12,1.35474,0.0,0.0
2014-06-11,1.35881,1.374,1.3438
2014-06-10,1.36301,1.3783,1.3479
2014-06-09,1.36298,1.3788,1.3474
2014-06-06,1.36112,1.3767,1.3458
2014-06-05,1.36142,0.0,0.0
2014-06-04,1.36138,0.0,0.0
2014-06-03,1.36225,0.0,0.0
2014-06-02,1.3623,1.3774,1.3473
2014-05-30,1.36095,1.3764,1.3457
2014-05-29,1.36268,1.3778,1.3478
2014-05-28,1.36396,1.3792,1.3489
2014-05-27,1.36325,1.3784,1.3483
2014-05-26,1.36438,1.3812,1.3478
2014-05-23,1.36771,1.3836,1.352
2014-05-22,1.36953,1.3861,1.3531
2014-05-21,1.37055,1.3872,1.3541
2014-05-20,1.3704,1.3859,1.355
2014-05-19,1.36967,0.0,0.0
2014-05-16,1.37053,0.0,0.0
2014-05-15,1.3721,0.0,0.0
2014-05-14,1.37444,1.3908,1.3583
2014-05-13,1.37606,1.3928,1.3595
2014-05-12,1.3811,1.3979,1.3645
2014-05-09,1.39104,1.4081,1.3742
2014-05-08,1.39184,1.4091,1.3748
2014-05-07,1.38967,1.4067,1.3728
2014-05-06,1.38748,0.0,0.0
2014-05-05,1.38726,0.0,0.0
2014-05-02,1.38566,0.0,0.0
2014-05-01,1.38364,1.3995,1.3679
2014-04-30,1.38448,0.0,0.0
2014-04-29,1.38406,0.0,0.0
2014-04-28,1.38287,1.3988,1.3672
2014-04-25,1.38226,0.0,0.0
2014-04-24,1.38146,1.3987,1.3644
2014-04-23,1.38043,1.3963,1.3647
2014-04-22,1.38104,0.0,0.0
2014-04-21,1.38201,0.0,0.0
2014-04-18,1.38299,1.3985,1.3676
2014-04-17,1.38184,0.0,0.0
2014-04-16,1.38209,0.0,0.0
2014-04-15,1.38554,0.0,0.0
2014-04-14,1.38781,1.4043,1.3716
2014-04-11,1.38419,0.0,0.0
2014-04-10,1.37907,1.395,1.3633
2014-04-09,1.37492,0.0,0.0
2014-04-08,1.37136,0.0,0.0
2014-04-07,1.37209,1.3878,1.3565
2014-04-04,1.37639,0.0,0.0
2014-04-03,1.37876,1.3949,1.3628
2014-04-02,1.37795,0.0,0.0
2014-04-01,1.37623,0.0,0.0
2014-03-31,1.37589,1.392,1.36
2014-03-28,1.37826,1.3936,1.3631
2014-03-27,1.38114,1.3965,1.366
2014-03-26,1.38129,1.3985,1.3643
2014-03-25,1.37945,1.3949,1.3641
2014-03-24,1.37963,1.3963,1.3632
2014-03-21,1.38435,1.4003,1.3686
2014-03-20,1.39142,1.4082,1.3748
2014-03-19,1.39162,0.0,0.0
2014-03-18,1.39104,0.0,0.0
2014-03-17,1.39135,1.4081,1.3748
2014-03-14,1.3902,1.4065,1.374
2014-03-13,1.38705,0.0,0.0
2014-03-12,1.38705,1.4032,1.3711
2014-03-11,1.38796,0.0,0.0
2014-03-10,1.38399,1.4009,1.3673
2014-03-07,1.37554,1.3908,1.3604
2014-03-06,1.37372,0.0,0.0
2014-03-05,1.37544,0.0,0.0
2014-03-04,1.37822,1.3954,1.3612
2014-03-03,1.37561,0.0,0.0
2014-02-28,1.36972,1.3865,1.3531
2014-02-27,1.37305,1.3884,1.3579
2014-02-26,1.37412,1.3902,1.3582
2014-02-25,1.37388,1.3892,1.3587
2014-02-24,1.37342,1.3899,1.3572
2014-02-21,1.37367,0.0,0.0
2014-02-20,1.37452,1.3909,1.3583
2014-02-19,1.37188,1.3885,1.3555
2014-02-18,1.37009,1.3865,1.3539
2014-02-17,1.36731,1.3839,1.3509
2014-02-14,1.36294,0.0,0.0
2014-02-13,1.36323,0.0,0.0
2014-02-12,1.36491,1.3807,1.3493
2014-02-11,1.36331,1.379,1.3478
2014-02-10,1.36039,1.3769,1.3441
2014-02-07,1.3538,1.3703,1.3375
2014-02-06,1.35184,0.0,0.0
2014-02-05,1.351,1.3677,1.3345
2014-02-04,1.34942,1.3651,1.3339
2014-02-03,1.353,1.3698,1.3364
2014-01-31,1.36286,1.3788,1.3471
2014-01-30,1.36612,1.382,1.3505
2014-01-29,1.36705,0.0,0.0
2014-01-28,1.36786,0.0,0.0
2014-01-27,1.36503,0.0,0.0
2014-01-24,1.35884,1.3749,1.343
2014-01-23,1.35521,0.0,0.0
2014-01-22,1.35446,0.0,0.0
2014-01-21,1.35446,1.3708,1.3384
2014-01-20,1.35662,1.3735,1.3399
2014-01-17,1.36172,1.3776,1.346
2014-01-16,1.36441,1.3804,1.3486
2014-01-15,1.36693,1.382,1.352
2014-01-14,1.3667,0.0,0.0
2014-01-13,1.36373,0.0,0.0
2014-01-10,1.35943,0.0,0.0
2014-01-09,1.36127,0.0,0.0
2014-01-08,1.36183,1.3776,1.3462
2014-01-07,1.3599,1.3753,1.3447
2014-01-06,1.36346,1.3799,1.3473
2014-01-03,1.37434,0.0,0.0
2014-01-02,1.37876,1.3949,1.3628
2014-01-01,1.37791,0.0,0.0
2013-12-31,1.37606,1.3915,1.3608
2013-12-30,1.37271,1.3897,1.3559
2013-12-27,1.36839,1.3839,1.353
2013-12-26,1.3684,0.0,0.0
2013-12-25,1.3684,0.0,0.0
2013-12-24,1.3682,0.0,0.0
2013-12-23,1.36729,0.0,0.0
2013-12-20,1.37055,1.3857,1.3556
2013-12-19,1.37609,0.0,0.0
2013-12-18,1.37609,1.3916,1.3608
2013-12-17,1.37527,0.0,0.0
2013-12-16,1.37547,1.3916,1.3596
2013-12-13,1.37732,1.3935,1.3613
2013-12-12,1.37642,1.3927,1.3603
2013-12-11,1.37393,0.0,0.0
2013-12-10,1.37126,0.0,0.0
2013-12-09,1.36737,1.3836,1.3513
2013-12-06,1.36024,0.0,0.0
2013-12-05,1.3575,0.0,0.0
2013-12-04,1.3566,1.3718,1.3416
2013-12-03,1.3579,1.3729,1.3431
2013-12-02,1.35908,0.0,0.0
2013-11-29,1.35861,1.375,1.3425
2013-11-28,1.35656,0.0,0.0
2013-11-27,1.35374,1.3706,1.3371
2013-11-26,1.35405,0.0,0.0
2013-11-25,1.35141,1.3664,1.3366
2013-11-22,1.34713,0.0,0.0
2013-11-21,1.3517,0.0,0.0
2013-11-20,1.351,1.3672,1.335
2013-11-19,1.35004,1.3652,1.335
2013-11-18,1.34835,1.3632,1.3337
2013-11-15,1.34529,1.3604,1.3303
2013-11-14,1.34259,1.3578,1.3275
2013-11-13,1.33985,0.0,0.0
2013-11-12,1.33771,1.3528,1.3228
2013-11-11,1.34105,0.0,0.0
2013-11-08,1.34857,1.3636,1.3337
2013-11-07,1.35003,0.0,0.0
2013-11-06,1.34957,0.0,0.0
2013-11-05,1.34954,1.366,1.3333
2013-11-04,1.35533,1.3717,1.3391
2013-11-01,1.37009,1.3852,1.3552
2013-10-31,1.37571,0.0,0.0
2013-10-30,1.37815,1.3954,1.3611
2013-10-29,1.38017,1.3961,1.3645
2013-10-28,1.37999,0.0,0.0
2013-10-25,1.37874,1.3941,1.3636
2013-10-24,1.37506,1.3912,1.3591
2013-10-23,1.36967,1.3865,1.353
2013-10-22,1.36798,0.0,0.0
2013-10-21,1.36561,1.3817,1.3497
2013-10-18,1.35727,0.0,0.0
2013-10-17,1.35272,1.369,1.3367
2013-10-16,1.35433,1.3711,1.3378
2013-10-15,1.35573,1.3707,1.3409
2013-10-14,1.35342,1.3702,1.3369
2013-10-11,1.35261,1.3695,1.336
2013-10-10,1.35529,1.3722,1.3386
2013-10-09,1.35735,0.0,0.0
2013-10-08,1.35661,1.3716,1.3418
2013-10-07,1.35758,1.3726,1.3427
2013-10-04,1.35822,1.3736,1.343
2013-10-03,1.35413,0.0,0.0
2013-10-02,1.35262,0.0,0.0
2013-10-01,1.35145,0.0,0.0
2013-09-30,1.35159,0.0,0.0
2013-09-27,1.35011,0.0,0.0
2013-09-26,1.34926,0.0,0.0
2013-09-25,1.34986,1.3664,1.3336
2013-09-24,1.35192,1.3686,1.3354
2013-09-23,1.35279,1.369,1.3367
2013-09-20,1.34749,1.3634,1.3317
2013-09-19,1.33634,1.3519,1.321
2013-09-18,1.33513,0.0,0.0
2013-09-17,1.33339,0.0,0.0
2013-09-16,1.32992,1.3459,1.3142
2013-09-13,1.32952,1.3461,1.3131
2013-09-12,1.32691,0.0,0.0
2013-09-11,1.32368,0.0,0.0
2013-09-10,1.3195,0.0,0.0
2013-09-09,1.31773,1.3331,1.3026
2013-09-06,1.31743,1.3325,1.3026
2013-09-05,1.31788,0.0,0.0
2013-09-04,1.31876,1.3334,1.3043
2013-09-03,1.32112,0.0,0.0
2013-09-02,1.3244,1.3392,1.3098
2013-08-30,1.33139,0.0,0.0
2013-08-29,1.3366,1.3516,1.3217
2013-08-28,1.33732,1.3532,1.3216
2013-08-27,1.33792,1.3533,1.3227
2013-08-26,1.3369,1.3536,1.3204
2013-08-23,1.3364,0.0,0.0
2013-08-22,1.33891,0.0,0.0
2013-08-21,1.33635,1.3522,1.3207
2013-08-20,1.33337,0.0,0.0
2013-08-19,1.33109,1.3461,1.3162
2013-08-16,1.32752,1.3439,1.3114
2013-08-15,1.3268,1.3426,1.3112
2013-08-14,1.32939,1.3458,1.3132
2013-08-13,1.33227,1.3484,1.3163
2013-08-12,1.33477,1.3509,1.3189
2013-08-09,1.33385,0.0,0.0
2013-08-08,1.32969,1.3449,1.3146
2013-08-07,1.32746,1.3421,1.3129
2013-08-06,1.32734,1.3427,1.3121
2013-08-05,1.32701,0.0,0.0
2013-08-02,1.3259,0.0,0.0
2013-08-01,1.3266,0.0,0.0
2013-07-31,1.32673,0.0,0.0
2013-07-30,1.32759,0.0,0.0
2013-07-29,1.32549,0.0,0.0
2013-07-26,1.32164,1.3369,1.3065
2013-07-25,1.32091,0.0,0.0
2013-07-24,1.3187,1.3348,1.3028
2013-07-23,1.31596,1.3316,1.3005
2013-07-22,1.31284,1.3276,1.2982
2013-07-19,1.31173,0.0,0.0
2013-07-18,1.31232,0.0,0.0
2013-07-17,1.30824,0.0,0.0
2013-07-16,1.30591,1.3212,1.2908
2013-07-15,1.30684,0.0,0.0
2013-07-12,1.29806,1.3142,1.2821
2013-07-11,1.28269,1.2968,1.2687
2013-07-10,1.28381,0.0,0.0
2013-07-09,1.28381,1.2984,1.2694
2013-07-08,1.28842,0.0,0.0
2013-07-05,1.29736,1.3126,1.2823
2013-07-04,1.29983,1.3156,1.2842
2013-07-03,1.30354,0.0,0.0
2013-07-02,1.30257,0.0,0.0
2013-07-01,1.30164,1.3175,1.2859
2013-06-28,1.30342,1.3186,1.2885
2013-06-27,1.30707,0.0,0.0
2013-06-26,1.3109,1.3255,1.2965
2013-06-25,1.3111,0.0,0.0
2013-06-24,1.31658,0.0,0.0
2013-06-21,1.32916,1.3442,1.3143
2013-06-20,1.33798,1.3547,1.3215
2013-06-19,1.33615,1.3517,1.3207
2013-06-18,1.33421,1.3508,1.3179
2013-06-17,1.3344,0.0,0.0
2013-06-14,1.33297,1.3479,1.3182
2013-06-13,1.32966,0.0,0.0
2013-06-12,1.32511,0.0,0.0
2013-06-11,1.32164,1.3381,1.3054
2013-06-10,1.31893,0.0,0.0
2013-06-07,1.31197,1.3267,1.2974
2013-06-06,1.30778,1.3239,1.2918
2013-06-05,1.3055,1.3205,1.2906
2013-06-04,1.30156,1.3164,1.2869
2013-06-03,1.29944,1.3149,1.2842
2013-05-31,1.29534,1.3098,1.281
2013-05-30,1.2899,0.0,0.0
2013-05-29,1.2915,1.3065,1.2767
2013-05-28,1.29333,1.3087,1.2781
2013-05-27,1.29119,0.0,0.0
2013-05-24,1.28916,0.0,0.0
2013-05-23,1.28994,1.3045,1.2755
2013-05-22,1.28744,1.3033,1.2718
2013-05-21,1.28487,0.0,0.0
2013-05-20,1.28543,1.3005,1.2705
2013-05-17,1.28877,0.0,0.0
2013-05-16,1.2928,1.3085,1.2773
2013-05-15,1.29795,1.3137,1.2824
2013-05-14,1.29808,0.0,0.0
2013-05-13,1.30419,1.3193,1.2893
2013-05-10,1.31279,0.0,0.0
2013-05-09,1.31087,0.0,0.0
2013-05-08,1.30924,1.3239,1.2947
2013-05-07,1.31073,1.3265,1.2952
2013-05-06,1.31238,0.0,0.0
2013-05-03,1.31559,0.0,0.0
2013-05-02,1.3158,1.3322,1.2996
2013-05-01,1.30968,1.3249,1.2946
2013-04-30,1.30577,1.3202,1.2915
2013-04-29,1.30321,1.3191,1.2875
2013-04-26,1.30226,1.3182,1.2865
2013-04-25,1.30099,0.0,0.0
2013-04-24,1.30342,1.3185,1.2885
2013-04-23,1.30539,0.0,0.0
2013-04-22,1.30516,1.3215,1.2891
2013-04-19,1.30813,0.0,0.0
2013-04-18,1.31174,0.0,0.0
2013-04-17,1.30914,0.0,0.0
2013-04-16,1.30909,1.3248,1.2935
2013-04-15,1.31033,1.3249,1.2959
2013-04-12,1.30864,1.3236,1.2939
2013-04-11,1.30705,0.0,0.0
2013-04-10,1.3033,0.0,0.0
2013-04-09,1.29984,0.0,0.0
2013-04-08,1.29401,1.3098,1.2784
2013-04-05,1.28386,0.0,0.0
2013-04-04,1.28312,1.2973,1.2691
2013-04-03,1.28329,1.2978,1.2689
2013-04-02,1.28171,1.2963,1.2673
2013-04-01,1.28116,1.2959,1.2666
2013-03-29,1.28052,1.2954,1.2658
2013-03-28,1.28335,1.298,1.2689
2013-03-27,1.29027,0.0,0.0
2013-03-26,1.29731,1.3133,1.2816
2013-03-25,1.29639,1.3109,1.2821
2013-03-22,1.29176,0.0,0.0
2013-03-21,1.2917,1.3063,1.2773
2013-03-20,1.29316,0.0,0.0
2013-03-19,1.29829,1.314,1.2828
2013-03-18,1.30336,0.0,0.0
2013-03-15,1.29792,1.3139,1.2821
2013-03-14,1.30137,1.3158,1.2871
2013-03-13,1.30203,1.3172,1.2871
2013-03-12,1.30063,1.3154,1.2861
2013-03-11,1.30141,1.3158,1.2871
2013-03-08,1.30317,0.0,0.0
2013-03-07,1.30356,0.0,0.0
2013-03-06,1.30247,0.0,0.0
2013-03-05,1.30133,0.0,0.0
2013-03-04,1.30574,1.3207,1.2909
2013-03-01,1.31075,1.3268,1.2949
2013-02-28,1.30781,1.3226,1.2932
2013-02-27,1.31192,1.3279,1.2962
2013-02-26,1.32019,1.336,1.3046
2013-02-25,1.3206,1.3355,1.3058
2013-02-22,1.32929,0.0,0.0
2013-02-21,1.33748,0.0,0.0
2013-02-20,1.33532,0.0,0.0
2013-02-19,1.33525,0.0,0.0
2013-02-18,1.33714,1.3532,1.3213
2013-02-15,1.34162,0.0,0.0
2013-02-14,1.34422,0.0,0.0
2013-02-13,1.34041,0.0,0.0
2013-02-12,1.33773,1.3528,1.3228
2013-02-11,1.34165,0.0,0.0
2013-02-08,1.35167,0.0,0.0
2013-02-07,1.35406,0.0,0.0
2013-02-06,1.35509,1.3702,1.3402
2013-02-05,1.36114,0.0,0.0
2013-02-04,1.36125,0.0,0.0
2013-02-01,1.35508,1.3702,1.3401
2013-01-31,1.34987,1.3648,1.3351
2013-01-30,1.34556,1.3621,1.3292
2013-01-29,1.34565,1.3622,1.3293
2013-01-28,1.34143,1.3565,1.3265
2013-01-25,1.33268,0.0,0.0
2013-01-24,1.33192,1.3478,1.3162
2013-01-23,1.33204,1.3472,1.317
2013-01-22,1.33176,0.0,0.0
2013-01-21,1.33226,1.3473,1.3174
2013-01-18,1.33135,1.3464,1.3165
2013-01-17,1.33142,0.0,0.0
2013-01-16,1.33582,1.3514,1.3204
2013-01-15,1.33591,0.0,0.0
2013-01-14,1.32537,0.0,0.0
2013-01-11,1.30997,1.3261,1.294
2013-01-10,1.30828,1.3242,1.2926
2013-01-09,1.30893,0.0,0.0
2013-01-08,1.30657,0.0,0.0
2013-01-07,1.30925,1.3252,1.2935
2013-01-04,1.31698,1.3327,1.3014
2013-01-03,1.32214,1.3382,1.3063
2013-01-02,1.31995,1.3361,1.304
2013-01-01,1.32091,0.0,0.0
2012-12-31,1.32269,0.0,0.0
2012-12-28,1.32266,1.3386,1.3069
2012-12-27,1.31948,1.334,1.3051
2012-12-26,1.31898,1.3351,1.303
2012-12-25,1.31911,0.0,0.0
2012-12-24,1.32043,1.3366,1.3045
2012-12-21,1.32407,0.0,0.0
2012-12-20,1.32275,1.3393,1.3064
2012-12-19,1.31763,1.334,1.3014
2012-12-18,1.31628,0.0,0.0
2012-12-17,1.31279,0.0,0.0
2012-12-14,1.30554,1.3203,1.291
2012-12-13,1.30041,1.3152,1.2857
2012-12-12,1.29484,1.3105,1.2793
2012-12-11,1.29192,1.3079,1.2762
2012-12-10,1.29675,1.312,1.2816
2012-12-07,1.30589,1.3203,1.2916
2012-12-06,1.30848,0.0,0.0
2012-12-05,1.30583,1.3209,1.291
2012-12-04,1.30156,0.0,0.0
2012-12-03,1.29791,1.3132,1.2828
2012-11-30,1.2952,1.3109,1.2797
2012-11-29,1.29404,0.0,0.0
2012-11-28,1.29643,1.3124,1.2807
2012-11-27,1.29682,0.0,0.0
2012-11-26,1.29307,0.0,0.0
2012-11-23,1.28383,1.2991,1.2687
2012-11-22,1.27902,0.0,0.0
2012-11-21,1.27902,1.2943,1.264
2012-11-20,1.2762,1.2919,1.2607
2012-11-19,1.27468,0.0,0.0
2012-11-16,1.27441,0.0,0.0
2012-11-15,1.27173,1.2873,1.2563
2012-11-14,1.27041,1.2852,1.2558
2012-11-13,1.27159,1.2871,1.2562
2012-11-12,1.27272,0.0,0.0
2012-11-09,1.27715,0.0,0.0
2012-11-08,1.28023,0.0,0.0
2012-11-07,1.28008,0.0,0.0
2012-11-06,1.28174,0.0,0.0
2012-11-05,1.28829,0.0,0.0
2012-11-02,1.29611,1.3107,1.2817
2012-11-01,1.29604,1.3122,1.2801
2012-10-31,1.29285,1.3079,1.278
2012-10-30,1.29234,0.0,0.0
2012-10-29,1.29528,1.3096,1.2811
2012-10-26,1.29734,1.313,1.2818
2012-10-25,1.2986,1.3143,1.2831
2012-10-24,1.30307,1.318,1.2883
2012-10-23,1.30392,0.0,0.0
2012-10-22,1.30516,1.3206,1.2899
2012-10-19,1.31038,0.0,0.0
2012-10-18,1.30707,1.3223,1.292
2012-10-17,1.29785,0.0,0.0
2012-10-16,1.29441,1.3096,1.2794
2012-10-15,1.29292,0.0,0.0
2012-10-12,1.28852,0.0,0.0
2012-10-11,1.28997,0.0,0.0
2012-10-10,1.29547,1.3098,1.2813
2012-10-09,1.3002,1.316,1.2846
2012-10-08,1.30073,1.3151,1.2865
2012-10-05,1.29376,0.0,0.0
2012-10-04,1.29095,1.3055,1.2765
2012-10-03,1.28951,1.3045,1.2747
2012-10-02,1.28626,1.3007,1.272
2012-10-01,1.28654,1.3026,1.2707
2012-09-28,1.28783,0.0,0.0
2012-09-27,1.28948,1.3047,1.2744
2012-09-26,1.29324,1.3089,1.2778
2012-09-25,1.2951,1.3109,1.2795
2012-09-24,1.29814,1.314,1.2825
2012-09-21,1.30061,1.3168,1.2846
2012-09-20,1.30585,0.0,0.0
2012-09-19,1.30929,1.3238,1.2949
2012-09-18,1.31222,0.0,0.0
2012-09-17,1.30534,1.3211,1.2898
2012-09-14,1.29066,1.3051,1.2763
2012-09-13,1.28505,0.0,0.0
2012-09-12,1.27968,1.2947,1.2649
2012-09-11,1.27975,0.0,0.0
2012-09-10,1.27412,1.2886,1.2598
2012-09-07,1.25941,0.0,0.0
2012-09-06,1.25726,0.0,0.0
2012-09-05,1.25865,1.2728,1.2447
2012-09-04,1.25774,0.0,0.0
2012-09-03,1.25599,1.2716,1.2406
2012-08-31,1.25391,0.0,0.0
2012-08-30,1.25407,1.2684,1.2399
2012-08-29,1.25211,1.2677,1.2367
2012-08-28,1.25136,1.2664,1.2365
2012-08-27,1.25268,1.2676,1.238
2012-08-24,1.25215,1.2666,1.2379
2012-08-23,1.24461,0.0,0.0
2012-08-22,1.23795,0.0,0.0
2012-08-21,1.23356,1.2486,1.2187
2012-08-20,1.23248,1.2461,1.219
2012-08-17,1.23073,1.2449,1.2167
2012-08-16,1.23199,1.2464,1.2178
2012-08-15,1.23326,1.2475,1.2192
2012-08-14,1.23043,1.245,1.216
2012-08-13,1.23064,1.2448,1.2167
2012-08-10,1.23492,1.25,1.22
2012-08-09,1.23852,1.2535,1.2237
2012-08-08,1.24012,1.2547,1.2257
2012-08-07,1.23891,1.2527,1.2253
2012-08-06,1.23235,0.0,0.0
2012-08-03,1.22511,1.2402,1.2102
2012-08-02,1.22904,0.0,0.0
2012-08-01,1.22794,0.0,0.0
2012-07-31,1.22911,1.2426,1.2157
2012-07-30,1.22779,1.2431,1.2127
2012-07-27,1.21646,0.0,0.0
2012-07-26,1.21048,0.0,0.0
2012-07-25,1.21058,0.0,0.0
2012-07-24,1.21296,1.2267,1.1994
2012-07-23,1.22009,1.2342,1.2062
2012-07-20,1.22778,1.2431,1.2127
2012-07-19,1.22738,1.242,1.213
2012-07-18,1.22621,0.0,0.0
2012-07-17,1.22433,1.2394,1.2095
2012-07-16,1.22369,0.0,0.0
2012-07-13,1.22316,0.0,0.0
2012-07-12,1.22684,1.2416,1.2123
2012-07-11,1.22892,1.2437,1.2143
2012-07-10,1.22891,0.0,0.0
2012-07-09,1.23583,0.0,0.0
2012-07-06,1.25083,1.2654,1.2364
2012-07-05,1.25791,1.2726,1.2434
2012-07-04,1.26018,1.2749,1.2456
2012-07-03,1.26359,0.0,0.0
2012-07-02,1.25902,1.2738,1.2444
2012-06-29,1.24693,0.0,0.0
2012-06-28,1.24894,0.0,0.0
2012-06-27,1.25033,1.2644,1.2364
2012-06-26,1.25321,1.2683,1.2383
2012-06-25,1.25972,0.0,0.0
2012-06-22,1.26614,0.0,0.0
2012-06-21,1.26663,0.0,0.0
2012-06-20,1.26375,0.0,0.0
2012-06-19,1.26467,0.0,0.0
2012-06-18,1.26178,0.0,0.0
2012-06-15,1.25616,0.0,0.0
2012-06-14,1.25159,0.0,0.0
2012-06-13,1.25232,1.2672,1.2376
2012-06-12,1.25658,0.0,0.0
2012-06-11,1.25542,1.2711,1.24
2012-06-08,1.25493,1.2705,1.2395
2012-06-07,1.24913,0.0,0.0
2012-06-06,1.24605,0.0,0.0
2012-06-05,1.2433,0.0,0.0
2012-06-04,1.24062,0.0,0.0
2012-06-01,1.24036,1.2549,1.226
2012-05-31,1.24713,1.2621,1.2324
2012-05-30,1.25405,1.2696,1.2386
2012-05-29,1.25556,1.2699,1.2414
2012-05-28,1.25457,1.2701,1.2392
2012-05-25,1.2595,1.2739,1.2453
2012-05-24,1.26887,0.0,0.0
2012-05-23,1.27722,1.2929,1.2617
2012-05-22,1.27756,0.0,0.0
2012-05-21,1.27522,1.2896,1.261
2012-05-18,1.27212,1.2871,1.2573
2012-05-17,1.27573,1.29,1.2616
2012-05-16,1.28327,1.2981,1.2686
2012-05-15,1.2887,1.3046,1.273
2012-05-14,1.29297,0.0,0.0
2012-05-11,1.29561,0.0,0.0
2012-05-10,1.29909,0.0,0.0
2012-05-09,1.3023,1.3172,1.2876
2012-05-08,1.30394,1.3198,1.2883
2012-05-07,1.31038,1.3252,1.2957
2012-05-04,1.31618,0.0,0.0
2012-05-03,1.32089,0.0,0.0
2012-05-02,1.32414,0.0,0.0
2012-05-01,1.32416,1.3406,1.308
2012-04-30,1.32436,1.3409,1.308
2012-04-27,1.32196,1.3375,1.3066
2012-04-26,1.31918,0.0,0.0
2012-04-25,1.31677,1.3318,1.3019
2012-04-24,1.31807,0.0,0.0
2012-04-23,1.31776,1.333,1.3027
2012-04-20,1.31174,0.0,0.0
2012-04-19,1.3117,1.327,1.2966
2012-04-18,1.30996,0.0,0.0
2012-04-17,1.30626,0.0,0.0
