Date,Rate,High (est),Low (est)
2001-04-12,0.887512,0.89849,0.87667
2001-04-11,0.891043,0.90204,0.88018
2001-04-10,0.89916,0.0,0.0
2001-04-09,0.899505,0.0,0.0
2001-04-06,0.897011,0.0,0.0
2001-04-05,0.899592,0.90975,0.88955
2001-04-04,0.890334,0.90087,0.87992
2001-04-03,0.877647,0.0,0.0
2001-04-02,0.877632,0.8874,0.86797
2001-03-30,0.884093,0.89474,0.87357
2001-03-29,0.889131,0.0,0.0
2001-03-28,0.894397,0.0,0.0
2001-03-27,0.894472,0.0,0.0
2001-03-26,0.890334,0.0,0.0
2001-03-23,0.890576,0.90136,0.87992
2001-03-22,0.900963,0.0,0.0
2001-03-21,0.904777,0.91491,0.89476
2001-03-20,0.898087,0.90859,0.88771
2001-03-19,0.898092,0.90834,0.88796
2001-03-16,0.90405,0.0,0.0
2001-03-15,0.912553,0.92278,0.90244
2001-03-14,0.920499,0.93063,0.91048
2001-03-13,0.930584,0.94192,0.91938
2001-03-12,0.931961,0.0,0.0
2001-03-09,0.931081,0.0,0.0
2001-03-08,0.93151,0.94286,0.9203
2001-03-07,0.932592,0.0,0.0
2001-03-06,0.931831,0.0,0.0
2001-03-05,0.933124,0.0,0.0
2001-03-02,0.927194,0.0,0.0
2001-03-01,0.921385,0.0,0.0
2001-02-28,0.915534,0.926,0.90519
2001-02-27,0.914444,0.92558,0.90344
2001-02-26,0.914156,0.0,0.0
2001-02-23,0.907045,0.91765,0.89656
2001-02-22,0.910212,0.92046,0.90008
2001-02-21,0.915609,0.92593,0.90541
2001-02-20,0.919053,0.92934,0.90889
2001-02-19,0.91103,0.92223,0.89996
2001-02-16,0.909805,0.0,0.0
2001-02-15,0.919071,0.0,0.0
2001-02-14,0.925236,0.0,0.0
2001-02-13,0.929228,0.0,0.0
2001-02-12,0.922911,0.93409,0.91186
2001-02-09,0.922734,0.93313,0.91245
2001-02-08,0.929372,0.9406,0.91827
2001-02-07,0.933016,0.0,0.0
2001-02-06,0.93771,0.0,0.0
2001-02-05,0.937929,0.0,0.0
2001-02-02,0.93904,0.0,0.0
2001-02-01,0.93285,0.94334,0.92247
2001-01-31,0.92287,0.0,0.0
2001-01-30,0.919793,0.0,0.0
2001-01-29,0.924,0.93438,0.91374
2001-01-26,0.923552,0.93443,0.91281
2001-01-25,0.927381,0.93881,0.9161
2001-01-24,0.938115,0.94949,0.92688
2001-01-23,0.93772,0.94872,0.92684
2001-01-22,0.938816,0.9492,0.92855
2001-01-19,0.941096,0.0,0.0
2001-01-18,0.937238,0.0,0.0
2001-01-17,0.941812,0.0,0.0
2001-01-16,0.946103,0.95667,0.93566
2001-01-15,0.952049,0.96292,0.9413
2001-01-12,0.946616,0.95708,0.93627
2001-01-11,0.940097,0.95122,0.9291
2001-01-10,0.946403,0.95686,0.93606
2001-01-09,0.951875,0.96265,0.94122
2001-01-08,0.95442,0.0,0.0
2001-01-05,0.942466,0.95363,0.93143
2001-01-04,0.9372,0.0,0.0
2001-01-03,0.947469,0.959,0.93608
2001-01-02,0.941962,0.0,0.0
2001-01-01,0.937233,0.0,0.0
2000-12-29,0.929988,0.94115,0.91895
2000-12-28,0.931123,0.942,0.92037
2000-12-27,0.929631,0.94022,0.91917
2000-12-26,0.924695,0.93597,0.91356
2000-12-25,0.920583,0.0,0.0
2000-12-22,0.913551,0.9246,0.90264
2000-12-21,0.904491,0.91538,0.89373
2000-12-20,0.89461,0.0,0.0
2000-12-19,0.89481,0.90563,0.88412
2000-12-18,0.894516,0.0,0.0
2000-12-15,0.885557,0.89566,0.87557
2000-12-14,0.877512,0.88834,0.86681
2000-12-13,0.878129,0.88853,0.86785
2000-12-12,0.880412,0.89069,0.87025
2000-12-11,0.888102,0.89843,0.87789
2000-12-08,0.890632,0.0,0.0
2000-12-07,0.887157,0.0,0.0
2000-12-06,0.883577,0.89454,0.87275
2000-12-05,0.885566,0.0,0.0
2000-12-04,0.876665,0.88727,0.86619
2000-12-01,0.867122,0.87765,0.85672
2000-11-30,0.857259,0.86752,0.84712
2000-11-29,0.85458,0.0,0.0
2000-11-28,0.847132,0.85664,0.83773
2000-11-27,0.839085,0.0,0.0
2000-11-24,0.840703,0.0,0.0
2000-11-23,0.84671,0.0,0.0
2000-11-22,0.84671,0.0,0.0
2000-11-21,0.850286,0.85983,0.84085
2000-11-20,0.849322,0.85957,0.8392
2000-11-17,0.854332,0.86378,0.84499
2000-11-16,0.857694,0.0,0.0
2000-11-15,0.858634,0.86927,0.84812
2000-11-14,0.860195,0.87055,0.84997
2000-11-13,0.862898,0.87311,0.8528
2000-11-10,0.862662,0.87333,0.85212
2000-11-09,0.857534,0.86744,0.84774
2000-11-08,0.860851,0.87158,0.85025
2000-11-07,0.864099,0.87375,0.85456
2000-11-06,0.865024,0.87544,0.85473
2000-11-03,0.859914,0.0,0.0
2000-11-02,0.856363,0.0,0.0
2000-11-01,0.846055,0.85616,0.83607
2000-10-31,0.840688,0.85054,0.83095
2000-10-30,0.835776,0.0,0.0
2000-10-27,0.828923,0.0,0.0
2000-10-26,0.831517,0.84097,0.82217
2000-10-25,0.836593,0.84655,0.82676
2000-10-24,0.838101,0.84845,0.82788
2000-10-23,0.84275,0.85297,0.83266
2000-10-20,0.841961,0.85232,0.83173
2000-10-19,0.845124,0.8553,0.83507
2000-10-18,0.853211,0.0,0.0
2000-10-17,0.852999,0.86242,0.84368
2000-10-16,0.858761,0.86825,0.84938
2000-10-13,0.865086,0.0,0.0
2000-10-12,0.87039,0.0,0.0
2000-10-11,0.870374,0.0,0.0
2000-10-10,0.868723,0.87918,0.85839
2000-10-09,0.872422,0.88238,0.86257
2000-10-06,0.876594,0.88725,0.86606
2000-10-05,0.87626,0.0,0.0
2000-10-04,0.878872,0.88948,0.86839
2000-10-03,0.880452,0.89088,0.87015
2000-10-02,0.881616,0.0,0.0
2000-09-29,0.880823,0.89158,0.8702
2000-09-28,0.883174,0.89301,0.87345
2000-09-27,0.879711,0.8903,0.86924
2000-09-26,0.874968,0.88521,0.86484
2000-09-25,0.869289,0.0,0.0
2000-09-22,0.854599,0.0,0.0
2000-09-21,0.849568,0.85982,0.83944
2000-09-20,0.852284,0.86173,0.84295
2000-09-19,0.853426,0.0,0.0
2000-09-18,0.857589,0.86719,0.84809
2000-09-15,0.863291,0.8739,0.85281
2000-09-14,0.86021,0.86991,0.85062
2000-09-13,0.861347,0.87155,0.85126
2000-09-12,0.862249,0.8721,0.85251
2000-09-11,0.868936,0.87921,0.85879
2000-09-08,0.871855,0.88147,0.86235
2000-09-07,0.877813,0.8886,0.86715
2000-09-06,0.893609,0.0,0.0
2000-09-05,0.898898,0.90987,0.88806
2000-09-04,0.895188,0.0,0.0
2000-09-01,0.889956,0.90107,0.87898
2000-08-31,0.893055,0.0,0.0
2000-08-30,0.895753,0.0,0.0
2000-08-29,0.901387,0.91189,0.89101
2000-08-28,0.902615,0.9135,0.89186
2000-08-25,0.901689,0.0,0.0
2000-08-24,0.898686,0.0,0.0
2000-08-23,0.898845,0.0,0.0
2000-08-22,0.903767,0.0,0.0
2000-08-21,0.910977,0.0,0.0
2000-08-18,0.916362,0.0,0.0
2000-08-17,0.914383,0.92456,0.90432
2000-08-16,0.910179,0.0,0.0
2000-08-15,0.904874,0.0,0.0
2000-08-14,0.90543,0.0,0.0
2000-08-11,0.904997,0.91529,0.89482
2000-08-10,0.900482,0.0,0.0
2000-08-09,0.904443,0.91441,0.89458
2000-08-08,0.908191,0.91856,0.89794
2000-08-07,0.907141,0.91809,0.89632
2000-08-04,0.909287,0.0,0.0
2000-08-03,0.913776,0.92508,0.90261
2000-08-02,0.918926,0.9297,0.90828
2000-08-01,0.926125,0.93742,0.91497
2000-07-31,0.92747,0.0,0.0
2000-07-28,0.936392,0.0,0.0
2000-07-27,0.940593,0.0,0.0
2000-07-26,0.936265,0.94726,0.9254
2000-07-25,0.934316,0.94581,0.92296
2000-07-24,0.935555,0.94662,0.92462
2000-07-21,0.929747,0.0,0.0
2000-07-20,0.925083,0.93597,0.91432
2000-07-19,0.929905,0.94046,0.91947
2000-07-18,0.937049,0.0,0.0
2000-07-17,0.937871,0.94888,0.92699
2000-07-14,0.939116,0.95023,0.92813
2000-07-13,0.946051,0.95753,0.93471
2000-07-12,0.953848,0.0,0.0
2000-07-11,0.952363,0.0,0.0
2000-07-10,0.948828,0.95964,0.93813
2000-07-07,0.951584,0.0,0.0
2000-07-06,0.952326,0.96306,0.94171
2000-07-05,0.951391,0.0,0.0
2000-07-04,0.951356,0.0,0.0
2000-07-03,0.951954,0.96312,0.94092
2000-06-30,0.948263,0.0,0.0
2000-06-29,0.944032,0.95474,0.93345
2000-06-28,0.942858,0.95435,0.93151
2000-06-27,0.93672,0.0,0.0
2000-06-26,0.936655,0.0,0.0
2000-06-23,0.940212,0.95195,0.92861
2000-06-22,0.949793,0.96073,0.93898
2000-06-21,0.956997,0.96846,0.94567
2000-06-20,0.959942,0.9708,0.9492
2000-06-19,0.959903,0.0,0.0
2000-06-16,0.955462,0.0,0.0
2000-06-15,0.959029,0.0,0.0
2000-06-14,0.958003,0.96996,0.94619
2000-06-13,0.953182,0.96441,0.94209
2000-06-12,0.954709,0.96531,0.94422
2000-06-09,0.958709,0.0,0.0
2000-06-08,0.958963,0.97007,0.94798
2000-06-07,0.951773,0.0,0.0
2000-06-06,0.947395,0.95848,0.93644
2000-06-05,0.940386,0.0,0.0
2000-06-02,0.933779,0.94505,0.92264
2000-06-01,0.934647,0.94537,0.92405
2000-05-31,0.928731,0.94005,0.91755
2000-05-30,0.930658,0.94211,0.91935
2000-05-29,0.928211,0.93885,0.91769
2000-05-26,0.909573,0.0,0.0
2000-05-25,0.906052,0.91728,0.89496
2000-05-24,0.905187,0.0,0.0
2000-05-23,0.900469,0.91134,0.88973
2000-05-22,0.89536,0.90539,0.88544
2000-05-19,0.894062,0.90415,0.88409
2000-05-18,0.897349,0.90745,0.88736
2000-05-17,0.90576,0.0,0.0
2000-05-16,0.914248,0.92477,0.90385
2000-05-15,0.912846,0.92401,0.90181
2000-05-12,0.903521,0.91372,0.89343
2000-05-11,0.90713,0.0,0.0
2000-05-10,0.904308,0.91522,0.89352
2000-05-09,0.898051,0.90855,0.88767
2000-05-08,0.894502,0.0,0.0
2000-05-05,0.892052,0.90314,0.8811
2000-05-04,0.89995,0.9109,0.88913
2000-05-03,0.911481,0.0,0.0
2000-05-02,0.91416,0.92521,0.90324
2000-05-01,0.910697,0.92118,0.90034
2000-04-28,0.915144,0.0,0.0
2000-04-27,0.922687,0.93305,0.91244
2000-04-26,0.927806,0.0,0.0
2000-04-25,0.939141,0.9506,0.92782
2000-04-24,0.939681,0.95075,0.92874
2000-04-21,0.939434,0.95058,0.92842
2000-04-20,0.943189,0.95379,0.9327
2000-04-19,0.949132,0.0,0.0
2000-04-18,0.955986,0.0,0.0
2000-04-17,0.958877,0.96959,0.94828
2000-04-14,0.956118,0.0,0.0
2000-04-13,0.958654,0.0,0.0
2000-04-12,0.960309,0.97194,0.94881
2000-04-11,0.959708,0.97073,0.94881
2000-04-10,0.956422,0.96834,0.94465
2000-04-07,0.960382,0.97182,0.94908
2000-04-06,0.963158,0.0,0.0
2000-04-05,0.960597,0.97163,0.94969
2000-04-04,0.957102,0.96793,0.94639
2000-04-03,0.95789,0.96982,0.94611
2000-03-31,0.95739,0.96874,0.94617
2000-03-30,0.9546,0.966,0.94333
2000-03-29,0.962999,0.97384,0.95228
2000-03-28,0.969942,0.0,0.0
2000-03-27,0.974947,0.986,0.96402
2000-03-24,0.967438,0.97827,0.95673
2000-03-23,0.962031,0.97404,0.95017
2000-03-22,0.96773,0.9792,0.95639
2000-03-21,0.973139,0.98418,0.96222
2000-03-20,0.972304,0.98399,0.96076
2000-03-17,0.970434,0.98241,0.9586
2000-03-16,0.968108,0.0,0.0
2000-03-15,0.966559,0.97792,0.95533
2000-03-14,0.96369,0.0,0.0
2000-03-13,0.964004,0.97511,0.95302
2000-03-10,0.964389,0.0,0.0
2000-03-09,0.960511,0.9719,0.94926
2000-03-08,0.959183,0.0,0.0
2000-03-07,0.95877,0.0,0.0
2000-03-06,0.960869,0.0,0.0
2000-03-03,0.967955,0.0,0.0
2000-03-02,0.970006,0.98096,0.95918
2000-03-01,0.967545,0.97923,0.956
2000-02-29,0.973053,0.0,0.0
2000-02-28,0.981977,0.0,0.0
2000-02-25,0.997027,0.0,0.0
2000-02-24,1.00317,1.0152,0.99126
2000-02-23,0.997588,1.0095,0.98583
2000-02-22,0.986562,0.99764,0.97561
2000-02-21,0.986145,0.0,0.0
2000-02-18,0.987336,0.0,0.0
2000-02-17,0.984534,0.99557,0.97362
2000-02-16,0.980891,0.0,0.0
2000-02-15,0.982472,0.0,0.0
2000-02-14,0.985807,0.0,0.0
2000-02-11,0.987722,1.0,0.97559
2000-02-10,0.990904,1.0032,0.97879
2000-02-09,0.984113,0.0,0.0
2000-02-08,0.981693,0.99315,0.97037
2000-02-07,0.986526,0.99742,0.97575
2000-02-04,0.985417,0.99747,0.97351
2000-02-03,0.974671,0.98574,0.96373
2000-02-02,0.971452,0.0,0.0
2000-02-01,0.973031,0.0,0.0
2000-01-31,0.981571,0.0,0.0
2000-01-28,0.993113,1.0053,0.98104
2000-01-27,1.00171,1.0129,0.99063
2000-01-26,1.00321,1.0155,0.99107
2000-01-25,1.00751,1.0188,0.99631
2000-01-24,1.01221,1.024,1.0006
2000-01-21,1.0155,1.0267,1.0044
2000-01-20,1.01276,0.0,0.0
2000-01-19,1.01264,1.0245,1.0009
2000-01-18,1.01247,1.0247,1.0004
2000-01-17,1.0188,0.0,0.0
2000-01-14,1.02772,0.0,0.0
2000-01-13,1.03173,1.0443,1.0193
2000-01-12,1.03041,1.0418,1.0191
2000-01-11,1.02693,1.0384,1.0156
2000-01-10,1.03019,1.0427,1.0178
2000-01-07,1.03195,0.0,0.0
2000-01-06,1.03169,0.0,0.0
2000-01-05,1.02891,0.0,0.0
2000-01-04,1.01799,0.0,0.0
2000-01-03,1.00507,0.0,0.0
1999-12-31,1.00534,0.0,0.0
1999-12-30,1.00534,1.0165,0.99426
1999-12-29,1.00908,1.0216,0.99669
1999-12-28,1.01325,0.0,0.0
1999-12-27,1.01325,1.0252,1.0014
1999-12-24,1.0119,0.0,0.0
1999-12-23,1.00904,1.0215,0.99671
1999-12-22,1.00884,0.0,0.0
1999-12-21,1.00929,1.0212,0.99752
1999-12-20,1.01337,1.0251,1.0018
1999-12-17,1.01915,0.0,0.0
1999-12-16,1.01081,1.0231,0.99869
1999-12-15,1.00474,1.016,0.99357
1999-12-14,1.0087,1.02,0.99748
1999-12-13,1.01359,1.0253,1.002
1999-12-10,1.0175,1.0292,1.0059
1999-12-09,1.02287,1.0345,1.0114
1999-12-08,1.02416,1.0362,1.0123
1999-12-07,1.01984,0.0,0.0
1999-12-06,1.01029,1.0222,0.99848
1999-12-03,1.00324,1.0158,0.99086
1999-12-02,1.00746,0.0,0.0
1999-12-01,1.00932,1.0218,0.99695
1999-11-30,1.00968,1.0222,0.99729
1999-11-29,1.01237,0.0,0.0
1999-11-26,1.01602,1.0275,1.0047
1999-11-25,1.02079,1.0333,1.0084
1999-11-24,1.02648,0.0,0.0
1999-11-23,1.03154,1.0432,1.02
1999-11-22,1.03128,1.0438,1.0189
1999-11-19,1.03442,0.0,0.0
1999-11-18,1.04029,1.0527,1.028
1999-11-17,1.03799,0.0,0.0
1999-11-16,1.03285,1.0447,1.0211
1999-11-15,1.03318,1.045,1.0214
1999-11-12,1.03815,1.0502,1.0262
1999-11-11,1.04123,0.0,0.0
1999-11-10,1.04064,0.0,0.0
1999-11-09,1.04051,1.053,1.0281
1999-11-08,1.04021,1.0531,1.0275
1999-11-05,1.04293,0.0,0.0
1999-11-04,1.04896,1.0621,1.036
1999-11-03,1.05068,0.0,0.0
1999-11-02,1.05283,1.0653,1.0405
1999-11-01,1.05345,0.0,0.0
1999-10-29,1.05141,1.0637,1.0392
1999-10-28,1.05385,0.0,0.0
1999-10-27,1.05964,1.0728,1.0466
1999-10-26,1.06515,1.0779,1.0525
1999-10-25,1.07165,1.0839,1.0596
1999-10-22,1.07804,0.0,0.0
1999-10-21,1.07814,0.0,0.0
1999-10-20,1.07959,1.0928,1.0666
1999-10-19,1.08386,0.0,0.0
1999-10-18,1.08663,1.0991,1.0743
1999-10-15,1.08325,0.0,0.0
1999-10-14,1.07784,1.091,1.0648
1999-10-13,1.07305,0.0,0.0
1999-10-12,1.06539,0.0,0.0
1999-10-11,1.06449,1.0778,1.0514
1999-10-08,1.06852,0.0,0.0
1999-10-07,1.07195,0.0,0.0
1999-10-06,1.07138,0.0,0.0
1999-10-05,1.07021,1.0823,1.0583
1999-10-04,1.07213,1.0839,1.0604
1999-10-01,1.06967,0.0,0.0
1999-09-30,1.0617,1.0741,1.0494
1999-09-29,1.05254,0.0,0.0
1999-09-28,1.04694,1.06,1.034
1999-09-27,1.04572,1.0576,1.034
1999-09-24,1.04648,1.0595,1.0336
1999-09-23,1.04671,1.0589,1.0346
1999-09-22,1.04755,1.06,1.0352
1999-09-21,1.04185,1.0538,1.0301
1999-09-20,1.04075,0.0,0.0
1999-09-17,1.03959,1.0514,1.0279
1999-09-16,1.03826,0.0,0.0
1999-09-15,1.03594,1.0477,1.0243
1999-09-14,1.03646,1.0483,1.0247
1999-09-13,1.04257,0.0,0.0
1999-09-10,1.05491,0.0,0.0
1999-09-09,1.0597,0.0,0.0
1999-09-08,1.05889,1.0714,1.0465
1999-09-07,1.05771,1.0699,1.0457
1999-09-06,1.06283,1.0757,1.0501
